comb08,combE,make,model,VClass,year,youSaveSpend,atvType
16,0,GMC,Sierra 4WD,Standard Pickup Trucks 4WD,2024,-10750,
15,0,GMC,Sierra Mud Terrain Tires 4WD,Standard Pickup Trucks 4WD,2024,-12250,
15,0,GMC,Sierra 4WD AT4X,Standard Pickup Trucks 4WD,2024,-12250,
16,0,GMC,Sierra 4WD,Standard Pickup Trucks 4WD,2024,-6500,
16,0,GMC,Sierra Mud Terrain Tires 4WD,Standard Pickup Trucks 4WD,2024,-6500,
17,0,GMC,Sierra 4WD,Standard Pickup Trucks 4WD,2024,-5750,
16,0,GMC,Sierra Mud Terrain Tires 4WD,Standard Pickup Trucks 4WD,2024,-6500,
17,0,GMC,Sierra 4WD,Standard Pickup Trucks 4WD,2024,-5750,
16,0,GMC,Sierra Mud Terrain Tires 4WD,Standard Pickup Trucks 4WD,2024,-6500,
19,0,GMC,Sierra 4WD AT4X,Standard Pickup Trucks 4WD,2024,-6500,Diesel
24,0,GMC,Sierra 4WD,Standard Pickup Trucks 4WD,2024,-3250,Diesel
22,0,GMC,Sierra Mud Terrain Tires 4WD,Standard Pickup Trucks 4WD,2024,-4500,Diesel
21,0,Ram,1500 4WD,Standard Pickup Trucks 4WD,2024,-3000,Hybrid
19,0,Ram,1500 4WD,Standard Pickup Trucks 4WD,2024,-6500,Hybrid
12,0,Ram,1500 TRX 4WD,Standard Pickup Trucks 4WD,2024,-17250,
16,0,Chevrolet,Silverado Cab Chassis 2WD,Special Purpose Vehicle 2WD,2024,-6500,
15,0,Chevrolet,Silverado Cab Chassis 4WD,Special Purpose Vehicle 4WD,2024,-7500,
15,0,GMC,Sierra Cab Chassis 2WD,Special Purpose Vehicle 2WD,2024,-7500,
15,0,GMC,Sierra Cab Chassis 4WD,Special Purpose Vehicle 4WD,2024,-7500,
22,0,Honda,Odyssey,Minivan - 2WD,2024,-2500,
25,0,Chevrolet,Blazer FWD,Small Sport Utility Vehicle 2WD,2024,-1250,
22,0,Chevrolet,Blazer FWD,Small Sport Utility Vehicle 2WD,2024,-2500,
31,0,Hyundai,Kona FWD,Small Sport Utility Vehicle 2WD,2024,750,
31,0,Hyundai,Venue,Small Sport Utility Vehicle 2WD,2024,750,
31,0,Hyundai,Kona FWD,Small Sport Utility Vehicle 2WD,2024,750,
28,0,Kia,Sportage FWD,Small Sport Utility Vehicle 2WD,2024,0,
49,0,Kia,Niro,Small Sport Utility Vehicle 2WD,2024,3500,Hybrid
53,0,Kia,Niro FE,Small Sport Utility Vehicle 2WD,2024,4000,Hybrid
27,0,Mitsubishi,Outlander 2WD,Small Sport Utility Vehicle 2WD,2024,-500,
19,0,Alfa Romeo,Stelvio AWD,Small Sport Utility Vehicle 4WD,2024,-7750,
26,0,BMW,X1 M35i,Small Sport Utility Vehicle 4WD,2024,-3500,
23,0,BMW,X3 M40i,Small Sport Utility Vehicle 4WD,2024,-5000,Hybrid
17,0,BMW,X3 M,Small Sport Utility Vehicle 4WD,2024,-9750,
17,0,BMW,X3 M Competition,Small Sport Utility Vehicle 4WD,2024,-9750,
23,0,BMW,X4 M40i,Small Sport Utility Vehicle 4WD,2024,-5000,Hybrid
17,0,BMW,X4 M,Small Sport Utility Vehicle 4WD,2024,-9750,
17,0,BMW,X4 M Competition,Small Sport Utility Vehicle 4WD,2024,-9750,
24,0,Chevrolet,Blazer AWD,Small Sport Utility Vehicle 4WD,2024,-1500,
21,0,Chevrolet,Blazer AWD,Small Sport Utility Vehicle 4WD,2024,-3000,
21,0,Ford,Edge AWD,Small Sport Utility Vehicle 4WD,2024,-3000,
23,0,Ford,Edge AWD,Small Sport Utility Vehicle 4WD,2024,-2000,
23,0,Ford,Edge AWD,Small Sport Utility Vehicle 4WD,2024,-2000,
27,0,Hyundai,Kona AWD,Small Sport Utility Vehicle 4WD,2024,-500,
28,0,Hyundai,Kona AWD,Small Sport Utility Vehicle 4WD,2024,0,
19,0,Jeep,Wrangler 4dr 4WD,Small Sport Utility Vehicle 4WD,2024,-4250,
19,0,Jeep,Wrangler 2dr 4WD,Small Sport Utility Vehicle 4WD,2024,-4250,
17,0,Jeep,Wrangler Rubicon 4dr 4WD,Small Sport Utility Vehicle 4WD,2024,-5750,
18,0,Jeep,Wrangler Rubicon 2dr 4WD,Small Sport Utility Vehicle 4WD,2024,-5000,
25,0,Kia,Sportage AWD,Small Sport Utility Vehicle 4WD,2024,-1250,
26,0,Kia,Sportage X-pro,Small Sport Utility Vehicle 4WD,2024,-750,
22,0,Land Rover,Range Rover Velar P340 MHEV,Small Sport Utility Vehicle 4WD,2024,-5500,Hybrid
27,0,Mazda,CX-50 4WD,Small Sport Utility Vehicle 4WD,2024,-500,
25,0,Mazda,CX-50 4WD,Small Sport Utility Vehicle 4WD,2024,-1250,
26,0,Mitsubishi,Outlander 4WD,Small Sport Utility Vehicle 4WD,2024,-750,
21,0,Porsche,Macan,Small Sport Utility Vehicle 4WD,2024,-6250,
16,0,Infiniti,QX80 2WD,Standard Sport Utility Vehicle 2WD,2024,-10750,
15,0,Infiniti,QX80 4WD,Standard Sport Utility Vehicle 4WD,2024,-12250,
15,0,Jeep,Grand Wagoneer 4WD,Standard Sport Utility Vehicle 4WD,2024,-12250,
21,0,Land Rover,Discovery,Standard Sport Utility Vehicle 4WD,2024,-6250,
16,0,Mercedes-Benz,AMG GLS63 4matic Plus,Standard Sport Utility Vehicle 4WD,2024,-10750,Hybrid
17,0,Mercedes-Benz,GLE580 4matic,Standard Sport Utility Vehicle 4WD,2024,-9750,Hybrid
16,0,Mercedes-Benz,GLS580 4matic,Standard Sport Utility Vehicle 4WD,2024,-10750,Hybrid
21,0,Mercedes-Benz,GLS450 4matic,Standard Sport Utility Vehicle 4WD,2024,-6250,Hybrid
19,0,Porsche,Cayenne,Standard Sport Utility Vehicle 4WD,2024,-7750,
19,0,Porsche,Cayenne Coupe,Standard Sport Utility Vehicle 4WD,2024,-7750,
17,0,Porsche,Cayenne S,Standard Sport Utility Vehicle 4WD,2024,-9750,
17,0,Porsche,Cayenne S Coupe,Standard Sport Utility Vehicle 4WD,2024,-9750,
39.7102,39.7102,Audi,e-tron GT,Midsize Cars,2024,4000,EV
39.7102,39.7102,Audi,RS e-tron GT,Midsize Cars,2024,4000,EV
32.6939,32.6939,Audi,Q4 40 e-tron,Standard Sport Utility Vehicle 2WD,2024,4750,EV
36.4003,36.4003,Audi,Q4 50 e-tron quattro,Standard Sport Utility Vehicle 4WD,2024,4500,EV
35.5517,35.5517,Audi,Q4 Sportback 50 e-tron quattro,Standard Sport Utility Vehicle 4WD,2024,4500,EV
41.3796,41.3796,Audi,Q8 e-tron quattro,Standard Sport Utility Vehicle 4WD,2024,3750,EV
39.1925,39.1925,Audi,Q8 Sportback e-tron ultra quattro,Standard Sport Utility Vehicle 4WD,2024,4000,EV
35.3627,35.3627,BMW,i4 M50 Gran Coupe (19 inch wheels),Subcompact Cars,2024,4500,EV
42.3096,42.3096,BMW,i4 M50 Gran Coupe (20 inch wheels),Subcompact Cars,2024,3750,EV
30.9718,30.9718,BMW,i4 xDrive40 Gran Coupe (18 inch Wheels),Subcompact Cars,2024,5000,EV
34.1406,34.1406,BMW,i4 xDrive40 Gran Coupe (19 inch Wheels),Subcompact Cars,2024,4750,EV
27.982,27.982,BMW,i4 eDrive35 Gran Coupe (18 inch Wheels),Subcompact Cars,2024,5250,EV
30.7674,30.7674,BMW,i4 eDrive35 Gran Coupe (19 inch Wheels),Subcompact Cars,2024,5000,EV
30.9281,30.9281,BMW,i4 eDrive40 Gran Coupe (18 inch Wheels),Subcompact Cars,2024,5000,EV
33.8558,33.8558,BMW,i4 eDrive40 Gran Coupe (19 inch Wheels),Subcompact Cars,2024,4750,EV
32.2089,32.2089,BMW,i5 eDrive40 Sedan (19 inch Wheels),Compact Cars,2024,5000,EV
34.2082,34.2082,BMW,i5 eDrive40 Sedan (20 inch Wheels),Compact Cars,2024,4750,EV
35.2736,35.2736,BMW,i5 eDrive40 Sedan (21 inch Wheels),Compact Cars,2024,4500,EV
37.0351,37.0351,BMW,i5 M60 xDrive Sedan (19 inch Wheels),Compact Cars,2024,4250,EV
37.7438,37.7438,BMW,i5 M60 xDrive Sedan (20 inch Wheels),Compact Cars,2024,4250,EV
39.5995,39.5995,BMW,i5 M60 xDrive Sedan (21 inch Wheels),Compact Cars,2024,4000,EV
37.3574,37.3574,BMW,i7 eDrive50 Sedan (19 inch Wheels),Large Cars,2024,4250,EV
38.9985,38.9985,BMW,i7 eDrive50 Sedan (20 inch Wheels),Large Cars,2024,4000,EV
38.0941,38.0941,BMW,i7 eDrive50 Sedan (21 inch Wheels),Large Cars,2024,4250,EV
44.0186,44.0186,BMW,i7 M70 xDrive Sedan (20 inch Wheels),Large Cars,2024,3500,EV
41.5264,41.5264,BMW,i7 M70 xDrive Sedan (21 inch Wheels),Large Cars,2024,3750,EV
37.6463,37.6463,BMW,i7 xDrive60 Sedan (19 inch wheels),Large Cars,2024,4250,EV
40.2123,40.2123,BMW,i7 xDrive60 Sedan (20 inch wheels),Large Cars,2024,4000,EV
38.2532,38.2532,BMW,i7 xDrive60 Sedan (21 inch wheels),Large Cars,2024,4250,EV
42.2946,42.2946,BMW,iX M60 (21 inch Wheels),Standard Sport Utility Vehicle 4WD,2024,3750,EV
42.2946,42.2946,BMW,iX M60 (22 inch Wheels),Standard Sport Utility Vehicle 4WD,2024,3750,EV
39.3181,39.3181,BMW,iX xDrive40 (20 inch Wheels),Standard Sport Utility Vehicle 4WD,2024,4000,EV
39.3181,39.3181,BMW,iX xDrive40 (21 inch Wheels),Standard Sport Utility Vehicle 4WD,2024,4000,EV
39.3181,39.3181,BMW,iX xDrive40 (22 inch Wheels),Standard Sport Utility Vehicle 4WD,2024,4000,EV
40.8272,40.8272,BMW,iX xDrive50 (20 inch wheels),Standard Sport Utility Vehicle 4WD,2024,4000,EV
40.8272,40.8272,BMW,iX xDrive50 (21 inch wheels),Standard Sport Utility Vehicle 4WD,2024,4000,EV
40.8272,40.8272,BMW,iX xDrive50 (22 inch wheels),Standard Sport Utility Vehicle 4WD,2024,4000,EV
38.0898,38.0898,Cadillac,LYRIQ,Small Sport Utility Vehicle 2WD,2024,4250,EV
53.3826,53.3826,Chevrolet,Silverado EV,Standard Pickup Trucks 4WD,2024,2500,EV
37.1566,37.1566,Genesis,Electrified GV70,Small Sport Utility Vehicle 4WD,2024,4250,EV
34,34,Genesis,GV60 Advanced (19 inch Wheels),Small Sport Utility Vehicle 4WD,2024,4750,EV
35.4988,35.4988,Genesis,GV60 Advanced (20 inch Wheels),Small Sport Utility Vehicle 4WD,2024,4500,EV
37,37,Genesis,GV60 PERFORMANCE,Small Sport Utility Vehicle 4WD,2024,4250,EV
63.4112,63.4112,GMC,Hummer EV Pickup,Standard Pickup Trucks 4WD,2024,1250,EV
63.0286,63.0286,GMC,Hummer EV Pickup MT Tires,Standard Pickup Trucks 4WD,2024,1500,EV
63.4112,63.4112,GMC,Hummer EV SUV,Standard Sport Utility Vehicle 4WD,2024,1250,EV
63.0286,63.0286,GMC,Hummer EV SUV MT Tires,Standard Sport Utility Vehicle 4WD,2024,1500,EV
27.2272,27.2272,Hyundai,Ioniq 6 Long range AWD (18 inch Wheels),Midsize Cars,2024,5500,EV
33,33,Hyundai,Ioniq 6 Long range AWD (20 inch Wheels),Midsize Cars,2024,4750,EV
24,24,Hyundai,Ioniq 6 Long range RWD (18 inch Wheels),Midsize Cars,2024,5750,EV
29,29,Hyundai,Ioniq 6 Long range RWD (20 inch Wheels),Midsize Cars,2024,5250,EV
25,25,Hyundai,Ioniq 6 Standard Range RWD,Midsize Cars,2024,5750,EV
30,30,Hyundai,Ioniq 5 Long range RWD,Small Sport Utility Vehicle 2WD,2024,5000,EV
31,31,Hyundai,Ioniq 5 Standard range RWD,Small Sport Utility Vehicle 2WD,2024,5000,EV
34.0206,34.0206,Hyundai,Ioniq 5 Long range AWD,Small Sport Utility Vehicle 4WD,2024,4750,EV
39.4505,39.4505,Jaguar,I-Pace EV400 (20 inch tires),Small Sport Utility Vehicle 4WD,2024,4000,EV
44.6407,44.6407,Jaguar,I-Pace EV400 (22 inch tires),Small Sport Utility Vehicle 4WD,2024,3500,EV
29,29,Kia,EV6 Long Range RWD,Small Sport Utility Vehicle 2WD,2024,5250,EV
29,29,Kia,EV6 Standard Range RWD,Small Sport Utility Vehicle 2WD,2024,5250,EV
29,29,Kia,Niro Electric,Small Sport Utility Vehicle 2WD,2024,5250,EV
41,41,Kia,EV6 AWD GT,Small Sport Utility Vehicle 4WD,2024,4000,EV
31.0595,31.0595,Kia,EV6 Long Range AWD (19 inch Wheels),Small Sport Utility Vehicle 4WD,2024,5000,EV
35,35,Kia,EV6 Long Range AWD (20 inch Wheels),Small Sport Utility Vehicle 4WD,2024,4500,EV
46,46,Mercedes-Benz,AMG EQE 4matic Plus (SUV),Standard Sport Utility Vehicle 4WD,2024,3250,EV
30.714,30.714,MINI,Cooper SE Hardtop 2 door,Subcompact Cars,2024,5000,EV
30.4264,30.4264,Nissan,LEAF,Midsize Cars,2024,5000,EV
30.7824,30.7824,Nissan,LEAF SV,Midsize Cars,2024,5000,EV
31.7153,31.7153,Polestar,2 Dual Motor (19 Inch Wheels),Midsize Cars,2024,5000,EV
33,33,Polestar,2 Dual Motor (20 Inch Wheels),Midsize Cars,2024,4750,EV
35,35,Polestar,2 Dual Motor Performance Pack,Midsize Cars,2024,4500,EV
29.2238,29.2238,Polestar,2 Single Motor (19 Inch Wheels),Midsize Cars,2024,5250,EV
30,30,Polestar,2 Single Motor (20 Inch Wheels),Midsize Cars,2024,5000,EV
31.4965,31.4965,Volvo,C40 Recharge,Small Sport Utility Vehicle 2WD,2024,5000,EV
31.6937,31.6937,Volvo,XC40 Recharge,Small Sport Utility Vehicle 2WD,2024,5000,EV
34.169,34.169,Volvo,C40 Recharge twin,Small Sport Utility Vehicle 4WD,2024,4750,EV
34.4839,34.4839,Volvo,XC40 Recharge twin,Small Sport Utility Vehicle 4WD,2024,4500,EV
9,0,Bugatti,Chiron Super Sport,Two Seaters,2024,-26000,
19,0,Chevrolet,Corvette,Two Seaters,2024,-7750,
14,0,Ferrari,812 Competizione,Two Seaters,2024,-13500,
14,0,Ferrari,812 Competizione A,Two Seaters,2024,-13500,
13,0,Ferrari,Daytona SP3,Two Seaters,2024,-15250,
20,0,Nissan,Z,Two Seaters,2024,-7000,
22,0,Nissan,Z,Two Seaters,2024,-5500,
19,0,Nissan,Z NISMO,Two Seaters,2024,-7750,
16,0,Porsche,911 GT3,Two Seaters,2024,-10750,
15,0,Porsche,911 GT3,Two Seaters,2024,-12250,
16,0,Porsche,911 GT3 Touring,Two Seaters,2024,-10750,
15,0,Porsche,911 GT3 Touring,Two Seaters,2024,-12250,
16,0,Porsche,911 GT3 RS,Two Seaters,2024,-10750,
22,0,Porsche,718 Boxster,Two Seaters,2024,-5500,
24,0,Porsche,718 Boxster,Two Seaters,2024,-4500,
22,0,Porsche,718 Cayman,Two Seaters,2024,-5500,
24,0,Porsche,718 Cayman,Two Seaters,2024,-4500,
21,0,Porsche,718 Boxster S,Two Seaters,2024,-6250,
22,0,Porsche,718 Boxster S,Two Seaters,2024,-5500,
19,0,Porsche,718 Boxster GTS,Two Seaters,2024,-7750,
21,0,Porsche,718 Boxster GTS,Two Seaters,2024,-6250,
19,0,Porsche,718 Cayman GTS,Two Seaters,2024,-7750,
21,0,Porsche,718 Cayman GTS,Two Seaters,2024,-6250,
21,0,Porsche,718 Cayman S,Two Seaters,2024,-6250,
22,0,Porsche,718 Cayman S,Two Seaters,2024,-5500,
16,0,Porsche,718 GT4 RS,Two Seaters,2024,-10750,
17,0,Porsche,911 Turbo,Minicompact Cars,2024,-9750,
16,0,Porsche,911 Turbo Cabriolet,Minicompact Cars,2024,-10750,
16,0,Porsche,911 Turbo S,Minicompact Cars,2024,-10750,
16,0,Porsche,911 Turbo S Cabriolet,Minicompact Cars,2024,-10750,
27,0,Audi,A5 Coupe quattro,Subcompact Cars,2024,-3000,Hybrid
27,0,Audi,A5 Cabriolet quattro,Subcompact Cars,2024,-3000,Hybrid
32,0,Audi,A3,Subcompact Cars,2024,1000,Hybrid
30,0,Audi,A3 quattro,Subcompact Cars,2024,500,Hybrid
24,0,Audi,S5 Coupe,Subcompact Cars,2024,-4500,
22,0,Audi,S5 Cabriolet,Subcompact Cars,2024,-5500,
20,0,Chevrolet,Camaro,Subcompact Cars,2024,-3500,
16,0,Chevrolet,Camaro,Subcompact Cars,2024,-10750,
16,0,Chevrolet,Camaro,Subcompact Cars,2024,-10750,
20,0,Chevrolet,Camaro,Subcompact Cars,2024,-7000,
19,0,Chevrolet,Camaro,Subcompact Cars,2024,-7750,
22,0,Chevrolet,Camaro,Subcompact Cars,2024,-2500,
19,0,Ferrari,Roma,Subcompact Cars,2024,-7750,
27,0,Audi,A4 S line quattro,Compact Cars,2024,-3000,Hybrid
24,0,Audi,S4,Compact Cars,2024,-4500,
21,0,Mercedes-Benz,AMG GT 43 4matic Plus,Compact Cars,2024,-6250,Hybrid
21,0,Mercedes-Benz,AMG GT 53 4matic Plus,Compact Cars,2024,-6250,Hybrid
25,0,Volkswagen,Golf R,Compact Cars,2024,-4000,
23,0,Volkswagen,Golf R,Compact Cars,2024,-5000,
34,0,Volkswagen,Jetta,Compact Cars,2024,1500,
33,0,Volkswagen,Jetta Sport/SE/SEL,Compact Cars,2024,1250,
28,0,Volkswagen,GLI,Compact Cars,2024,0,
27,0,Audi,A5 Sportback S line quattro,Midsize Cars,2024,-3000,Hybrid
26,0,Audi,A6 quattro,Midsize Cars,2024,-3500,Hybrid
23,0,Audi,S5 Sportback,Midsize Cars,2024,-5000,
25,0,Audi,A7 quattro,Midsize Cars,2024,-4000,Hybrid
25,0,Audi,A6 quattro,Midsize Cars,2024,-4000,Hybrid
17,0,Audi,RS 7,Midsize Cars,2024,-9750,Hybrid
22,0,Audi,S6,Midsize Cars,2024,-5500,Hybrid
22,0,Audi,S7,Midsize Cars,2024,-5500,Hybrid
30,0,BMW,530i Sedan,Midsize Cars,2024,-1750,Hybrid
30,0,BMW,530i xDrive Sedan,Midsize Cars,2024,-1750,Hybrid
36,0,Honda,Civic 4Dr,Midsize Cars,2024,1750,
34,0,Honda,Civic 4Dr,Midsize Cars,2024,1500,
31,0,Honda,Civic 4Dr,Midsize Cars,2024,-1500,
35,0,Honda,Civic 4Dr,Midsize Cars,2024,1500,
33,0,Honda,Civic 4Dr,Midsize Cars,2024,1250,
44,0,Honda,Accord Hybrid Sport/Touring,Midsize Cars,2024,3000,Hybrid
34,0,Hyundai,Elantra,Midsize Cars,2024,1500,
36,0,Hyundai,Elantra,Midsize Cars,2024,1750,
24,0,Jaguar,XF P300 AWD,Midsize Cars,2024,-4500,
26,0,Kia,Forte,Midsize Cars,2024,-750,
30,0,Kia,Forte,Midsize Cars,2024,500,
34,0,Kia,Forte FE,Midsize Cars,2024,1500,
32,0,Kia,Forte,Midsize Cars,2024,1000,
32,0,Nissan,Altima,Midsize Cars,2024,1000,
30,0,Nissan,Altima AWD,Midsize Cars,2024,500,
31,0,Nissan,Altima SL/SR,Midsize Cars,2024,750,
29,0,Nissan,Altima SR,Midsize Cars,2024,250,
26,0,Toyota,Camry,Midsize Cars,2024,-750,
25,0,Toyota,Camry TRD,Midsize Cars,2024,-1250,
26,0,Toyota,Camry XSE,Midsize Cars,2024,-750,
29,0,Toyota,Camry AWD LE/SE,Midsize Cars,2024,250,
28,0,Toyota,Camry AWD XLE/XSE,Midsize Cars,2024,0,
32,0,Toyota,Camry LE/SE,Midsize Cars,2024,1000,
31,0,Toyota,Camry XLE/XSE,Midsize Cars,2024,750,
52,0,Toyota,Camry Hybrid LE,Midsize Cars,2024,3750,Hybrid
46,0,Toyota,Camry Hybrid SE/XLE/XSE,Midsize Cars,2024,3250,Hybrid
22,0,Audi,A8 quattro,Large Cars,2024,-5500,Hybrid
18,0,Audi,S8,Large Cars,2024,-8750,Hybrid
27,0,BMW,740i xDrive Sedan,Large Cars,2024,-3000,Hybrid
35,0,Honda,Civic 5Dr,Large Cars,2024,1500,
33,0,Honda,Civic 5Dr,Large Cars,2024,1250,
31,0,Honda,Civic 5Dr,Large Cars,2024,750,
33,0,Honda,Civic 5Dr,Large Cars,2024,1250,
32,0,Honda,Civic 5Dr,Large Cars,2024,1000,
29,0,Honda,Civic 5Dr,Large Cars,2024,250,
32,0,Honda,Accord,Large Cars,2024,1000,
48,0,Honda,Accord Hybrid,Large Cars,2024,3500,Hybrid
26,0,Audi,A4 allroad quattro,Small Station Wagons,2024,-3500,Hybrid
25,0,Audi,A6 Allroad quattro,Midsize Station Wagons,2024,-4000,Hybrid
17,0,Audi,RS 6 Avant,Midsize Station Wagons,2024,-9750,Hybrid
23,0,Nissan,Murano FWD,Midsize Station Wagons,2024,-2000,
23,0,Nissan,Murano AWD,Midsize Station Wagons,2024,-2000,
19,0,GMC,Canyon 4WD,Small Pickup Trucks 4WD,2024,-4250,
20,0,Chevrolet,Silverado 2WD,Standard Pickup Trucks 2WD,2024,-3500,
19,0,Chevrolet,Silverado 2WD,Standard Pickup Trucks 2WD,2024,-4250,
20,0,GMC,Sierra 2WD,Standard Pickup Trucks 2WD,2024,-3500,
19,0,GMC,Sierra 2WD,Standard Pickup Trucks 2WD,2024,-4250,
17,0,Nissan,Titan 2WD,Standard Pickup Trucks 2WD,2024,-9750,
20,0,Toyota,Tundra 2WD,Standard Pickup Trucks 2WD,2024,-3500,
20,0,Toyota,Tundra 2WD,Standard Pickup Trucks 2WD,2024,-3500,
22,0,Toyota,Tundra 2WD,Standard Pickup Trucks 2WD,2024,-2500,Hybrid
17,0,Chevrolet,Silverado Mud Terrain Tires 4WD,Standard Pickup Trucks 4WD,2024,-5750,
18,0,Chevrolet,Silverado 4WD,Standard Pickup Trucks 4WD,2024,-5000,
19,0,Chevrolet,Silverado 4WD,Standard Pickup Trucks 4WD,2024,-4250,
16,0,Chevrolet,Silverado Mud Terrain Tires 4WD,Standard Pickup Trucks 4WD,2024,-6500,
17,0,GMC,Sierra 4WD,Standard Pickup Trucks 4WD,2024,-5750,
18,0,GMC,Sierra 4WD,Standard Pickup Trucks 4WD,2024,-5000,
16,0,GMC,Sierra Mud Terrain Tires 4WD,Standard Pickup Trucks 4WD,2024,-6500,
17,0,Nissan,Titan 4WD,Standard Pickup Trucks 4WD,2024,-9750,
16,0,Nissan,Titan 4WD PRO4X,Standard Pickup Trucks 4WD,2024,-10750,
19,0,Toyota,Tundra 4WD,Standard Pickup Trucks 4WD,2024,-4250,
19,0,Toyota,Tundra 4WD,Standard Pickup Trucks 4WD,2024,-4250,
20,0,Toyota,Tundra 4WD,Standard Pickup Trucks 4WD,2024,-3500,Hybrid
19,0,Toyota,Tundra 4WD PRO,Standard Pickup Trucks 4WD,2024,-4250,Hybrid
22,0,Chrysler,Pacifica,Minivan - 2WD,2024,-2500,
22,0,Chrysler,Voyager,Minivan - 2WD,2024,-2500,
22,0,Honda,Pilot FWD,Small Sport Utility Vehicle 2WD,2024,-2500,
37,0,Kia,Sorento Hybrid FWD,Small Sport Utility Vehicle 2WD,2024,2000,Hybrid
25,0,Lexus,RX 350,Small Sport Utility Vehicle 2WD,2024,-4000,
27,0,Mitsubishi,Outlander Sport 2WD,Small Sport Utility Vehicle 2WD,2024,-500,
23,0,Nissan,Pathfinder 2WD,Small Sport Utility Vehicle 2WD,2024,-2000,
27,0,Volkswagen,Tiguan S,Small Sport Utility Vehicle 2WD,2024,-500,
26,0,Volkswagen,Tiguan,Small Sport Utility Vehicle 2WD,2024,-750,
31,0,Volkswagen,Taos,Small Sport Utility Vehicle 2WD,2024,750,
23,0,Audi,Q3 S line quattro,Small Sport Utility Vehicle 4WD,2024,-2000,
24,0,Audi,Q5 S line quattro,Small Sport Utility Vehicle 4WD,2024,-4500,Hybrid
24,0,Audi,Q5 Sportback S line quattro,Small Sport Utility Vehicle 4WD,2024,-4500,Hybrid
25,0,Audi,Q3 quattro,Small Sport Utility Vehicle 4WD,2024,-1250,
27,0,Jeep,Compass 4WD,Small Sport Utility Vehicle 4WD,2024,-500,
34,0,Kia,Sorento Hybrid AWD,Small Sport Utility Vehicle 4WD,2024,1500,Hybrid
36,0,Lexus,RX 350h AWD,Small Sport Utility Vehicle 4WD,2024,0,Hybrid
24,0,Lexus,RX 350 AWD,Small Sport Utility Vehicle 4WD,2024,-4500,
27,0,Lexus,RX 500h AWD,Small Sport Utility Vehicle 4WD,2024,-3000,Hybrid
28,0,Mazda,CX-5 4WD,Small Sport Utility Vehicle 4WD,2024,0,
24,0,Mazda,CX-5 4WD,Small Sport Utility Vehicle 4WD,2024,-1500,
26,0,Mitsubishi,Outlander Sport 4WD,Small Sport Utility Vehicle 4WD,2024,-750,
25,0,Mitsubishi,Outlander Sport 4WD,Small Sport Utility Vehicle 4WD,2024,-1250,
23,0,Nissan,Pathfinder 4WD,Small Sport Utility Vehicle 4WD,2024,-2000,
21,0,Nissan,Pathfinder 4WD Rock Creek,Small Sport Utility Vehicle 4WD,2024,-6250,
19,0,Porsche,Macan S,Small Sport Utility Vehicle 4WD,2024,-7750,
21,0,Porsche,Macan T,Small Sport Utility Vehicle 4WD,2024,-6250,
19,0,Porsche,Macan GTS,Small Sport Utility Vehicle 4WD,2024,-7750,
29,0,Subaru,Forester AWD,Small Sport Utility Vehicle 4WD,2024,250,
27,0,Subaru,Crosstrek Wilderness AWD,Small Sport Utility Vehicle 4WD,2024,-500,
26,0,Subaru,Forester Wilderness AWD,Small Sport Utility Vehicle 4WD,2024,-750,
25,0,Volkswagen,Tiguan 4motion,Small Sport Utility Vehicle 4WD,2024,-1250,
24,0,Volkswagen,Tiguan R-Line 4motion,Small Sport Utility Vehicle 4WD,2024,-1500,
27,0,Volkswagen,Taos 4motion,Small Sport Utility Vehicle 4WD,2024,-500,
19,0,Ford,Expedition 2WD,Standard Sport Utility Vehicle 2WD,2024,-4250,
23,0,Infiniti,QX60 FWD,Standard Sport Utility Vehicle 2WD,2024,-5000,
20,0,Jeep,Wagoneer L 2WD,Standard Sport Utility Vehicle 2WD,2024,-3500,
20,0,Jeep,Wagoneer 2WD,Standard Sport Utility Vehicle 2WD,2024,-3500,
22,0,Jeep,Grand Cherokee 2WD,Standard Sport Utility Vehicle 2WD,2024,-2500,
21,0,Jeep,Grand Cherokee L 2WD,Standard Sport Utility Vehicle 2WD,2024,-3000,
22,0,Toyota,Sequoia 2WD,Standard Sport Utility Vehicle 2WD,2024,-2500,Hybrid
21,0,Audi,Q7 quattro,Standard Sport Utility Vehicle 4WD,2024,-6250,Hybrid
17,0,Audi,SQ7,Standard Sport Utility Vehicle 4WD,2024,-9750,
15,0,Audi,RS Q8,Standard Sport Utility Vehicle 4WD,2024,-12250,Hybrid
21,0,Audi,Q7 quattro,Standard Sport Utility Vehicle 4WD,2024,-6250,
17,0,Audi,SQ8,Standard Sport Utility Vehicle 4WD,2024,-9750,
13,0,Cadillac,Escalade V AWD,Standard Sport Utility Vehicle 4WD,2024,-15250,
18,0,Ford,Expedition 4WD,Standard Sport Utility Vehicle 4WD,2024,-5000,
17,0,Ford,Expedition Timberline AWD,Standard Sport Utility Vehicle 4WD,2024,-5750,
21,0,Honda,Pilot AWD,Standard Sport Utility Vehicle 4WD,2024,-3000,
21,0,Honda,Pilot AWD Touring/Elite/Black,Standard Sport Utility Vehicle 4WD,2024,-3000,
20,0,Honda,Pilot AWD TrailSport,Standard Sport Utility Vehicle 4WD,2024,-3500,
22,0,Infiniti,QX60 AWD,Standard Sport Utility Vehicle 4WD,2024,-5500,
19,0,Jeep,Wagoneer 4WD,Standard Sport Utility Vehicle 4WD,2024,-4250,
